variable,variable_name,soil_property_description,model_name,model_description,spectra_type,subset,geo,version,model_path,model_summary,model_scatterplot,model_url,pca_model_mir,pca_model_visnir
log..oc_usda.c729_w.pct,"Organic Carbon, Total C without CaCO3 (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Organic Carbon, Total C without CaCO3 (w.pct)",visnir.mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Organic Carbon, Total C without CaCO3 (w.pct)",visnir.mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..oc_usda.c729_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/visnir.mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/ap.visnir.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/visnir.mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..oc_usda.c729_w.pct,"Organic Carbon, Total C without CaCO3 (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Organic Carbon, Total C without CaCO3 (w.pct)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Organic Carbon, Total C without CaCO3 (w.pct)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..oc_usda.c729_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..oc_usda.c729_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",nir.neospectra,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.nir.neospectra_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",nir.neospectra_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",nir.neospectra,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/nir.neospectra_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.nir.neospectra_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/nir.neospectra_mlr..eml_ossl_na_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",visnir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",visnir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/visnir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.visnir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/visnir_mlr..eml_ossl_na_v1.2.rds,,
log..n.tot_usda.a623_w.pct,"Nitrogen, Total NCS (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Nitrogen, Total NCS (w.pct)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Nitrogen, Total NCS (w.pct)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..n.tot_usda.a623_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..n.tot_usda.a623_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Carbonate, <2mm Fraction (w.pct)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Carbonate, <2mm Fraction (w.pct)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..caco3_usda.a54_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Carbonate, <2mm Fraction (w.pct)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Carbonate, <2mm Fraction (w.pct)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..caco3_usda.a54_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Carbonate, <2mm Fraction (w.pct)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Carbonate, <2mm Fraction (w.pct)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..caco3_usda.a54_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
log..caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Carbonate, <2mm Fraction (w.pct)",visnir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Carbonate, <2mm Fraction (w.pct)",visnir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..caco3_usda.a54_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/visnir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/ap.visnir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/visnir_mlr..eml_ossl_na_v1.2.rds,,
log..caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Carbonate, <2mm Fraction (w.pct)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict Carbonate, <2mm Fraction (w.pct)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..caco3_usda.a54_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..caco3_usda.a54_w.pct/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
log..al.ox_usda.a59_w.pct,"Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..al.ox_usda.a59_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..al.ox_usda.a59_w.pct,"Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..al.ox_usda.a59_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
log..al.ox_usda.a59_w.pct,"Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict Aluminum, Amorphous, Total Non-Crystalline Iron (w.pct)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/log..al.ox_usda.a59_w.pct,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/log..al.ox_usda.a59_w.pct/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",nir.neospectra,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.nir.neospectra_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/nir.neospectra_mlr..eml_ossl_ll_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",nir.neospectra_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",nir.neospectra,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/nir.neospectra_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.nir.neospectra_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/nir.neospectra_mlr..eml_ossl_na_v1.2.rds,,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_nir_neospectra_v1.2.rds
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",visnir.mir_mlr..eml_ossl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",visnir.mir,ossl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/visnir.mir_mlr..eml_ossl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.visnir.mir_mlr..eml_ossl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/visnir.mir_mlr..eml_ossl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
ph.h2o_usda.a268_index,"pH, 1:1 Soil-Water Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:1 Soil-Water Suspension (index)",visnir.mir_mlr..eml_ossl_na_v1.2.rds,"Ensemble ML model to predict pH, 1:1 Soil-Water Suspension (index)",visnir.mir,ossl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.h2o_usda.a268_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/visnir.mir_mlr..eml_ossl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/ap.visnir.mir_mlr..eml_ossl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.h2o_usda.a268_index/visnir.mir_mlr..eml_ossl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_ossl_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_visnir_ossl_v1.2.rds
ph.cacl2_usda.a481_index,"pH, 1:2 Soil-CaCl2 Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:2 Soil-CaCl2 Suspension (index)",mir_mlr..eml_kssl_ll_v1.2.rds,"Ensemble ML model to predict pH, 1:2 Soil-CaCl2 Suspension (index)",mir,kssl,ll,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.cacl2_usda.a481_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_kssl_ll_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/ap.mir_mlr..eml_kssl_ll_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_kssl_ll_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
ph.cacl2_usda.a481_index,"pH, 1:2 Soil-CaCl2 Suspension (index)","https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#pH, 1:2 Soil-CaCl2 Suspension (index)",mir_mlr..eml_kssl_na_v1.2.rds,"Ensemble ML model to predict pH, 1:2 Soil-CaCl2 Suspension (index)",mir,kssl,na,v1.2,/mnt/soilspec4gg/ossl/ossl_models/ph.cacl2_usda.a481_index,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_kssl_na_v1.2.rds_resultsFit.txt,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/ap.mir_mlr..eml_kssl_na_v1.2.rds.png,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/ph.cacl2_usda.a481_index/mir_mlr..eml_kssl_na_v1.2.rds,http://s3.us-east-1.wasabisys.com/soilspectroscopy/ossl_models/pca.ossl/pca_mir_kssl_v1.2.rds,
